timestamp,soil_moisture,temperature,humidity,hour,dry_rate,previous_irrigation,pump_runtime,fan_state
2026-03-13 03:07:12.063895,27.06,30.8,44,3,0.0,0,0,0
2026-03-13 03:07:29.909828,27.06,30.7,44,3,0.0,0,0,0
2026-03-13 03:07:46.541206,27.06,30.1,44,3,0.0,0,0,0
2026-03-13 03:08:03.196664,27.06,30.1,44,3,0.0,0,0,0
2026-03-13 03:08:20.800757,27.06,30.8,44,3,0.0,0,0,0
2026-03-13 03:08:37.436563,27.06,30.8,44,3,0.0,0,0,0
2026-03-13 03:08:55.678669,27.06,30.8,44,3,0.0,0,0,0
2026-03-13 03:09:13.408346,27.06,30.8,44,3,0.0,0,0,0
2026-03-13 03:09:30.876181,27.06,30.8,44,3,0.0,0,0,0
2026-03-13 03:09:48.483301,27.06,30.8,44,3,0.0,0,0,0
2026-03-13 03:10:06.094439,27.06,30.8,44,3,0.0,0,0,0
2026-03-13 03:10:23.684828,27.06,30.7,44,3,0.0,0,0,0
2026-03-13 03:10:40.005260,27.06,30.6,44,3,0.0,0,0,0
2026-03-13 03:10:56.654639,27.06,30.6,44,3,0.0,0,0,0
2026-03-13 03:11:14.262039,27.06,30.2,44,3,0.0,0,0,0
2026-03-13 03:11:30.866952,27.06,30.2,44,3,0.0,0,0,0
2026-03-13 03:11:48.502595,27.06,30.2,44,3,0.0,0,0,0
2026-03-13 03:12:06.418925,27.06,30.2,44,3,0.0,0,0,0
2026-03-13 03:12:24.028352,27.06,30.8,44,3,0.0,0,0,0
2026-03-13 03:12:40.669105,27.06,30.8,44,3,0.0,0,0,0
2026-03-13 03:12:57.299530,27.06,30.8,44,3,0.0,0,0,0
2026-03-13 03:13:15.227817,27.06,30.8,44,3,0.0,0,0,0
2026-03-13 03:13:32.799919,27.06,30.8,44,3,0.0,0,0,0
2026-03-13 03:13:50.396812,27.06,30.8,44,3,0.0,0,0,0
2026-03-13 03:14:08.030256,27.06,30.8,44,3,0.0,0,0,0
2026-03-13 03:14:25.631677,27.45,30.8,44,3,-0.39000000000000057,0,0,0
2026-03-13 03:14:43.233144,27.45,30.4,44,3,0.0,0,0,0
2026-03-13 03:15:00.192836,27.45,30.3,44,3,0.0,0,0,0
2026-03-13 03:15:16.835159,27.45,30.3,44,3,0.0,0,0,0
2026-03-13 03:15:34.444737,27.45,30.7,44,3,0.0,0,0,0
2026-03-13 03:15:51.075770,27.45,30.7,44,3,0.0,0,0,0
2026-03-13 03:16:08.685844,27.06,30.7,44,3,0.39000000000000057,0,0,0
2026-03-13 03:16:26.287905,27.45,30.7,44,3,-0.39000000000000057,0,0,0
2026-03-13 03:16:43.849848,27.45,30.7,44,3,0.0,0,0,0
2026-03-13 03:17:01.171199,27.45,30.8,44,3,0.0,0,0,0
2026-03-13 03:17:17.878974,27.06,30.4,44,3,0.39000000000000057,0,0,0
